,content,at,score
16764,Very good game,2022-02-24 18:39:20,5
16765,So good to play. Enjoyed it!,2022-03-08 01:19:54,5
16766,Nice game,2022-02-20 22:50:47,5
16767,My expirience is slow to upgrade,2021-04-12 13:57:00,1
16768,Is there is problem with supercell it's not working What should I do,2022-02-28 10:29:01,5
16769,After update game is not working.,2022-02-16 14:35:19,4
16770,Clash of clan nice game bas baan mat kiya kro moje,2021-06-03 16:19:31,1
16771,KyawKyawMoe 72126531,2022-02-10 15:42:13,5
16772,Bug about aa base,2022-01-07 13:20:57,1
16773,😍😍👍👍👍👍,2021-04-21 03:28:48,4
16774,Very fun takes patience,2022-03-08 22:17:35,5
16775,Super,2022-02-20 07:39:00,5
16776,Im so happy in this game,2021-06-19 13:34:22,4
16777,Kuchhh bhi,2021-04-13 16:31:39,4
16778,Old but gold,2022-02-08 14:12:27,5
16779,Nice game,2021-03-01 10:53:20,4
16780,Ossam game,2022-02-05 05:56:54,5
16781,That is good game but in this game builders is very slow . Or this game wants little bit changes in like Theme or object theme Or characters,2021-04-14 16:20:46,2
16782,Niccccccc gameeee it would have been better by making a self attack mode to check your defense,2021-01-15 10:03:33,4
16783,Good,2021-06-13 05:02:07,3
16784,I can't play clash of clans,2021-09-17 08:42:00,2
16785,poor signal,2022-02-17 00:43:44,4
16786,"Everyone is quitting, too hard . Too much BS. 2 years later....this game still sucks ,,,gets worse every year. I think most players are bots. It feels like I'm being cheated all the time.",2022-03-08 15:55:03,1
16787,Only i hate about this update is the troops level donated. :( I hope you back again. Hayssss,2021-05-02 03:03:45,3
16788,Satisfactory but expectation is more,2021-01-12 11:56:31,4
16789,You all need to fix how much time it takes to upgrade stuff. (Lower the time for upgrades or make it were you can add more builders to one project) These developers do not know how to make a good game. Pay to win games and they steal peoples accounts from them. I have played this game since it came out. But I took a year or so break. (Takes way to much time for little to no advancement).,2021-05-04 14:19:42,3
16790,Very good game.,2022-02-12 02:33:27,5
16791,Good,2022-01-30 08:14:57,5
16792,all muslims please donot play this game iam giving one star just to post it,2020-12-26 13:43:48,1
16793,I will give 5 stars only if you will bring the world chat back. Untill I will give only 1 star .(because 0 star is not possible),2021-04-12 14:33:26,1
16794,we need Bangladesh flag🇧🇩🇧🇩🇧🇩,2021-07-31 07:56:54,1
16795,"THIS WAS A GREAT GAME!! but the reason why I gave this 4 stars is because you remove the global chat system and without it, it's super hard to find new members when creating a clan, inviting them wasn't enough so please return it back. Also sometimes I experience something IDK what it is but it says the server are out of sync or something like that and it make you restart the game, it's not really a big deal but it would be the best if you fix it I hope the devs notice. but still a great game😊.",2022-03-04 09:02:16,4
16796,This game is dead after bh and after the removal of global chat. Bring back global chat....,2021-10-20 17:12:53,3
16797,I love this game...i mean it's very okay all the graphics are kinda okay,2022-02-17 09:23:39,5
16798,Ok,2021-07-31 13:35:29,3
16799,Op,2022-02-08 07:15:57,5
16800,Best phone game I've ever played,2022-01-20 17:01:34,5
16801,"No, u are a sussy baka, go drink among us imposter juice at 3 am!",2021-06-30 14:34:11,1
16802,Top notch using a lot of brain to defend your game but slow progression and a lot of slow things. Or else I love it.,2022-02-20 16:08:09,4
16803,great game but game is not opening game crashing not loading and bichance it opens then its close or crash again....please supercell fix it as soon as possiable,2021-04-27 07:28:38,1
16804,This game is good but my account reset and I spent more than three months on my account and everytime I close the game and then come back it resets everything,2022-03-14 19:32:38,1
16805,I like it,2021-03-08 09:52:31,4
16806,After update i can't enter game,2021-11-17 15:10:29,3
16807,I really wish that i could chat with others without using a clan,2022-02-18 07:42:25,5
16808,Ok,2022-03-15 03:08:42,5
16809,I am unable to load the game for last 1 month. Fix the problem,2021-07-06 08:32:15,4
16810,Nice,2021-08-16 06:33:25,1
16811,I give 3 star because I don't have the money to pay for diomond,2022-01-18 07:01:45,3
16812,"I have a great idea, if you guys convert gold mines with houses then village will look more like village and less like a army base and few decorations like market swings etc and some villagers roming around . Pls consider this idea supercell",2022-02-16 15:36:03,5
16813,I like this game,2021-06-18 06:24:10,2
16814,"I review these game is uch best than others such as ,clas royal,mlbb,etc..., I love this game as a gamer .thanks who ever created this game and makes me addicted towards this game..",2021-06-19 06:58:27,3
16815,Soo good game,2021-11-15 07:15:38,1
16816,I love this game . i have 6 account 😐 one of them is max out if you not log in for four months or five . so play clash of clans 😎,2022-03-07 16:15:48,5
16817,Very good app,2021-06-15 11:20:46,4
16818,I am playing this game since 6_7years and love it,2022-02-21 10:47:06,5
16819,"Cannot recover lost village. I contacted them, give out all my village details but they said they cannot find any village with my details.",2021-04-12 11:35:16,4
16820,This game is so interesting. And its updates and events are perfect.This game earn low amount of data....,2022-02-12 14:51:28,5
16821,Mc land pe coc Mera,2022-01-07 02:12:47,1
16822,It was good game to play but my main I'd got hack😔,2021-10-18 12:44:34,3
16823,I love tha game intrasting feelings vibezzzz,2022-02-24 23:20:09,5
16824,It's nice,2021-05-15 11:10:27,4
16825,The game will crash sometimes in the middle of a battle and lower your score and tell you that you are out of sync to down load the new version but there is not one to down load as much money as i have spent in the game this should not happen as for the people in charge we will see if they corect the proplem and make it right not just give a sorry but make it right i will post again if the problem is resolved and let you know,2021-11-28 21:18:42,1
16826,You can be nerd dont play,2022-03-11 17:29:40,1
16827,I just don't want to call it perfect,2021-09-19 13:50:30,4
16828,Very bad experience,2021-10-22 03:56:44,3
16829,I am from Bangladesh.but in game there is no any Bangladeshi flag.we want Bangladeshi flag in game🙂,2021-10-30 02:30:01,1
16830,Nice game,2021-01-24 14:30:02,3
16831,This attractive and mind when you know about this you will never give up this game try once 👍,2020-12-14 12:37:07,4
16832,I like this apk,2022-02-16 13:43:23,5
16833,Now it is boring,2021-05-07 07:00:31,1
16834,No upgrades for Builder base Game is so boring without upgrades!!,2022-02-17 04:28:05,2
16835,Very nice,2022-03-03 09:03:39,5
16836,Is are good game for relax,2021-06-15 10:32:35,4
16837,I like the game but my phone is perfect and the game turn back to home by itself I rated 2 cuz l dont know what happen the game,2022-01-02 12:38:51,2
16838,Nice app,2021-01-13 10:03:53,1
16839,I lve this game,2021-12-03 13:52:19,2
16840,this game is fantastic i loved so much but the problem is the last update the cc donation troops level is reducing please make old❤,2021-04-26 16:06:20,4
16841,Spr,2021-01-19 05:50:25,3
16842,Coc is legendary,2022-02-05 11:31:22,5
16843,Amazing app,2022-02-16 18:48:42,5
16844,Daftar di CASHPIRATEdan dapatkan coin kemudian tukar dengan dolar gratis!,2021-06-15 23:32:27,4
16845,Give splash damage to pekka pls,2020-12-28 13:25:58,4
16846,Nicen,2022-03-06 21:10:04,5
16847,😏,2022-02-16 14:53:09,5
16848,I give 3stare because it is a good game,2021-03-06 08:44:24,3
16849,I will rate 1 star because my request od my supercell ID disconnect is theres no action! Im playing almost 5 years but this gonna happen omg,2022-02-16 16:25:00,1
16850,Best game but Free Fire is Free Fire no one can make copy of Free Fire. Very very best game FF,2021-06-08 05:16:42,3
16851,I puck your system,2021-07-04 15:52:25,1
16852,معتاد کننده,2021-02-17 21:07:39,1
16853,Baler game,2021-06-17 09:44:28,1
16854,Pls ban nj,2022-03-06 00:46:09,1
16855,Very good i think it is the best mobile game ever made,2022-02-16 15:25:21,5
16856,Good,2021-03-06 08:47:57,4
16857,Game crushed After new Update,2021-06-16 07:07:55,1
16858,I have been playing this game for 5days i really started to like this game.I can give no hate comment but still i give four stars because they could have different types of modes. It would have been interesting.,2021-02-04 02:17:55,4
16859,Crashing every now and then,2022-01-17 23:14:04,1
16860,super,2022-03-14 13:23:32,5
16861,It is a best,2022-01-22 08:51:34,5
16862,Nice,2021-06-09 06:08:02,3
16863,Amazing,2022-03-12 18:53:14,5
16864,"I really really love the game, but it's keeps sayung that there is an update, but there is none. Please fix this.",2022-02-16 13:47:17,4
16865,"It's been 4 years since I played this game. This is the only game that made me think that patience is fun, waiting and waiting and waiting until one day you'll suddenly recognize that your village was getting stronger than before over those months & years, Just, play have fun and do try as hard as you can, 😅yeah totally great game! I highly recommend this to those who haven't played COC yet... Try it, it'll be fun.",2022-02-17 13:34:26,5
16866,Ang panget ng larong to,2021-06-21 07:58:39,1
16867,Perfect game,2022-02-19 10:45:18,5
16868,Good,2021-12-08 17:31:42,2
16869,The best mobile game I have ever seen,2022-02-16 14:26:59,5
16870,🎩 😝 👕 👍love this game 👖,2022-02-25 04:33:49,5
16871,Best in your waste time..,2022-02-16 16:10:47,4
16872,Fun,2021-01-05 00:03:19,3
16873,It was a good game,2021-09-04 13:06:29,2
16874,Please fix this. It connection lost. Even my network is good. I play for a year. Please fix this issue,2021-10-11 11:47:06,1
16875,❤️,2022-02-28 06:17:38,5
16876,"Thanks alot supercell,I start play 2014,now i reach town hall level12,You think i played its too slowly because my work place is in ocean sometime i can't play about 1year,after i back to home play again,start together played my other friend already reached town hall 14 max level.Whatever i love clash of clans and my last alive i will play its...thanks alot creator❤️",2022-02-16 13:57:48,5
16877,Output put of account is not working Fix it,2021-07-13 04:06:49,2
16878,Good,2022-02-27 14:15:58,5
16879,I enjoy the game. It is a lot of fun and it's good to have a clan that works together. My only disappointment is in their support staff. Do NOT expect any help.,2021-07-18 18:44:09,3
16880,Hey supercell i updated the game but now it's showing new update available. Please fix this,2022-02-16 14:02:27,2
16881,This used to be a good game but now its simply about taking your money and supporting all the cheaters!,2021-10-05 20:52:24,1
16882,Pucha ka ayaw mo mag. Tuloy,2021-10-18 15:33:20,2
16883,This is riddiculas i already updated but the game is constantly saying new version available update it like a fool........ Stop this annoying glitch fix it...,2022-02-16 15:18:02,5
16884,No global please global add,2021-06-15 19:47:41,1
16885,Game is not opening after update 😨 please check into it,2021-06-15 09:58:54,1
16886,Outstanding,2022-02-18 03:20:12,5
16887,I LOVE THIS GAME FROM 3 AND A HALF YEARS ITS MY FAVORAITE GAME EVER ITS A VERY DIFFERENT AND CHANGE GAME,2021-10-05 06:48:33,4
16888,Freaking app lately is dismal at best wont let me get past the 75% load then drops to homepage,2021-10-03 08:28:14,2
16889,This is a nice game,2021-01-11 11:44:43,1
16890,So much problems this new update. It is not installing on Tecno Spark 2,2021-04-12 13:36:48,3
16891,I got a new issue on this game that is it isn't open and not even showing that SUPERCELL logo it is just black screen Please provide me with a solution and also I have reinstalled the game thrice and also restarted my device and the results are same please give me a solution,2021-03-12 06:15:20,2
16892,Nice game,2022-01-24 13:13:51,5
16893,This the best game ever,2022-02-14 17:23:40,5
16894,Nice game,2021-08-10 10:52:43,4
16895,Okay po,2022-02-16 14:08:53,4
16896,What are you guys doing there is no update in BUILDER HALL for so long....this is very worst,2021-07-02 19:04:42,1
16897,This game is very very nice game ☺️,2021-06-23 06:37:30,4
16898,"Good game but my old id not find,",2022-03-07 15:37:00,4
16899,"When i tried to play with my gmail id, the game layout well. But suddenly black bars comes out. just displaying like shadow, can't move any in game heros, troops, buildings.. I don't think my phone has problems. It's 855 snapdragon redmi k20 pro. please fix it..",2021-06-24 15:40:21,1
16900,ayos na,2021-08-20 10:26:40,4
16901,Nice parfomens An nice game,2022-02-16 15:25:43,5
16902,This game is legit compare to other games no issues at all found till now u should also try,2022-01-13 06:10:30,4
16903,👍,2022-03-01 06:52:24,5
16904,So addictive,2022-02-26 16:16:54,4
16905,Best game but they take so much time for upgrade,2022-03-07 16:31:59,4
16906,You got one star for free. Second star only for 5.99$.,2022-01-08 18:34:00,1
16907,"The game is great, but it crashes really often.Is their a way to fix this because the game crashes so bad, i cant even play i dont really think it has problems with my storage space and ram because their fairly good if the problem is not on my phone but on the app pls fix it i really want to play again",2021-11-12 16:17:25,3
16908,"The game Definitely pushes you to ""pay for play"", so if you don't pay, expect delay. Gameplay may seem ""UNFAIR"" if you don't ""buy"" in to the frenzy",2022-02-25 23:43:02,3
16909,This game Is Just time West nothing else,2021-09-22 10:58:51,1
16910,Good job,2021-09-27 14:07:16,1
16911,Best game ever,2021-08-13 00:33:54,1
16912,cool as,2022-01-19 08:45:41,5
16913,বালের গেম,2021-08-31 07:34:55,1
16914,Nice,2021-10-05 03:24:30,3
16915,It is mega fun Im happy i descoverd this games thanks guys,2022-02-18 16:41:01,5
16916,I updated the game but i cant open the game. It says that good news there a update download it,2022-02-16 14:13:25,2
16917,Nice game,2022-01-20 03:02:23,5
16918,Add more flags,2021-08-05 08:01:36,3
16919,I lost my 3 year ago account i didnt get this account .......🙁🙁 plez ans,2022-02-09 17:24:25,1
16920,Good,2022-02-17 02:29:05,5
16921,"game babi pay 2 win , dari aiman aowkwowkowkw",2021-11-17 10:47:35,1
16922,🎉🎉,2021-08-27 01:22:45,2
16923,Love this game and I hope you are well,2021-04-26 05:39:20,4
16924,It is fun and relaxing game.,2022-02-17 06:46:43,5
16925,Good,2022-02-16 13:47:00,5
16926,Game in big fan,2021-05-01 08:17:57,1
16927,Please give me only 23000 gems only in Shivam I'd for your kind information. My clan name is Shivam and Raghav and my id. Is Shivam please give me only please please 23000 gems my townhalll is 11 level please give me 23000 gems,2022-01-25 04:35:23,5
16928,WHY MY COC ISN'T RESPONDING YET??? OTHERWISE THE GAME IS WONDERFULL.....,2021-02-09 12:42:34,3
16929,Good game,2022-02-04 22:24:54,5
16930,Because of the update my dad can't play coc anymore and this is his only game and i tried to get it back by recovering it using a new account to contact them because that's what their email said but the account was banned for account phising,2022-02-20 13:28:09,1
16931,"The game is good but ruined by the pay to win aspect. You have to pay to get in to the higher town halls and you never seem to progress because they make the earlier town halls cheaper and ruin all the difficult work you do. If you want to play the game for progression just don't, new player will be able to catch up to you in a few weeks even if you've been playing for years and the only way to avoid this is to spend money.",2021-04-08 13:14:52,1
16932,Nothing to say,2022-01-29 15:12:21,5
16933,BEST GAME. PERFECT graphics.,2022-02-10 13:07:12,5
16934,"Tidak dapt log in , pandai keluar sendiri, masalah belum diatasi",2021-05-12 12:50:30,1
16935,Repeat,2020-12-10 04:39:38,4
16936,Support team is useless... I tried recovering my account and everytime I tried with another account they'd just ban it ... they already deleted my post on this game once ... they are so inconsiderate!,2022-02-16 16:20:27,1
16937,♠♠,2022-02-17 11:43:17,5
16938,"The new change which you made,reduced the troop level when we donated i do not like it .In old version its donation option i think was better .so make this change when we donate any one then person recieve max level troop",2021-04-14 00:32:29,1
16939,Best war game i experienced,2022-03-01 11:48:36,5
16940,It's improved drastically in developing your village without spending real money though you could develope significantly faster with money. Clan wars is rigged and that's making it easier for more developed clans,2021-07-06 13:14:52,3
16941,Very fun for kids,2022-02-25 22:53:40,4
16942,Keep install and enjoy this epic game,2022-02-16 20:11:16,5
16943,What the hell 9 minutes for searching opponent??,2021-01-03 08:04:24,1
16944,Op,2021-09-28 09:58:43,1
16945,"Old is gold, clash of clans is my childhood game and I'm still play this game , favorite game for ever ♥️",2022-02-17 15:09:58,5
16946,What the hell is happened with 1 lvl up donation feature,2021-04-12 15:44:13,2
16947,"Best strategy game I have ever played. But there is some problem, we can only upgrade 1 thing at a time in laboratory. You should change it and make it to 4 or 5 at a time. As per how many builders the player has. please do an update on it so that it will be easy for the player to upgrde the troops quickly. Thanks 😊",2022-02-25 03:06:24,4
16948,Good,2022-03-03 15:56:29,5
16949,Help me.. good,2022-03-04 13:02:59,5
16950,Itzzz rocking,2022-02-16 14:21:30,5
16951,Very bad,2020-12-29 03:09:16,1
16952,Not satisfied at all too much of bug are there ... That's why I loose 20 trophy ..😠😠,2022-02-10 11:00:03,1
16953,Time of upgrades is too much,2021-04-13 18:49:11,1
16954,Good,2021-03-21 01:31:14,2
16955,I like this game,2021-06-23 22:39:01,4
16956,"Very fun to play, great time killer",2022-01-19 11:01:37,5
16957,Every time it goes back and restarts again whaen i change wifi to data or to other wifi and if their a small network issue it again reatart i hope the problem should be solved as soon as possible,2021-07-26 09:12:03,1
16958,notttt opening,2021-11-03 08:06:12,1
16959,I played it on my phone but it doesn't let me open it on my computer,2021-08-25 21:32:16,2
16960,Epic game,2022-01-31 15:45:24,5
16961,bad game,2021-04-13 10:37:50,1
16962,Bring back GLOBAL CHAT.,2022-02-16 15:22:27,1
16963,"Ai still absolute garbage, your attackers dont attack intersecting cells to make multiple open at a time and they wont even target the closest thing if it sais it is ramdom, would not recommend playing this money grabbing game since every upgrade takes over a couple of days to complete unless you throw some cash down which is really sad, 0/10 would not recommend",2021-05-28 13:36:56,1
16964,The ai of queen is not good enough in my sense of view ever time she goes wrong direction Even when the targets in front of her,2021-10-14 06:12:22,1
16965,😁,2021-08-06 09:00:10,4
16966,Most interesting feature of game was GLOBAL CHAT but you guys removed a lot of ineterest by removing global chat....thats why only one star...i am misssing those global chat girls..😔😔,2021-04-12 15:18:19,1
16967,this is my fav....AWESOME👍❤❤,2022-02-16 16:17:28,5
16968,I love this game so much and I am playing since 2014!,2022-02-16 15:37:52,5
16969,My friends said that this is so damn good so I wanna try it to but I'm hanging on the download and that's all ty,2020-12-31 14:48:06,4
16970,Nice,2021-09-30 18:11:20,4
16971,"Plz upgrade clan chat system,,,,, this very low quality......",2021-10-10 15:09:53,3
16972,Good game I am in 4 townhall,2021-06-15 09:45:16,3
16973,Op game ever!!!!!!!!!!!!!!!!!!!!,2022-02-13 12:34:37,5
16974,Hahahah,2022-01-22 13:17:50,5
16975,Good game,2021-12-15 17:24:50,4
16976,"Fun game for many years. Priciple easy enough for small kids but being good at it is mostly for adults. Chat filter sucks though, normal English words are often turned into stars, guess the game thinks it a bad word. Like: wife, ok, corona. Filter has improved a bit last few weeks but still pretty bad.",2021-02-12 20:22:49,4
16977,Babor khan,2022-02-17 13:32:17,5
16978,Tati,2022-02-16 15:50:37,1
16979,Very nice,2022-02-20 02:58:40,5
16980,Worst game,2022-01-30 09:38:34,2
16981,I dont like this game becsuse it not open . What is the reason for it? #Please fix this problem#,2021-05-06 06:46:53,3
16982,Very good game,2022-02-25 11:55:12,5
16983,Won't connect,2020-12-12 01:29:47,1
16984,"Just as great as I remember it, I love games that you can come back to later",2021-11-20 19:38:36,4
16985,Stop matching my versus battle with higher builder hall and stronger enemy please fix this...,2021-06-18 12:37:12,3
16986,Nice,2021-02-19 15:09:30,3
16987,Op,2022-01-30 03:02:52,5
16988,Me too if I play this game my phone get crashes and I can't play,2021-11-07 08:01:00,1
16989,I love this game. Really fun. But is is harder for the free to play liek me. I am fixing a rush and can't do anything in home though so I thinks there should be a little thing like skins to earn as free to play cause you can't now,2021-09-28 00:28:55,4
16990,Clash of clans floopbuster game in the world.,2021-06-04 15:18:27,1
16991,Play in free time !!,2022-02-27 09:52:51,3
16992,My divice for class of clan not avilable pls help me class of clan menegment.........?,2021-10-17 04:37:24,3
16993,Change the Army camp. Because it's written the name of MUHAMMAD in Urdu as a light green color. So please change it.,2021-06-16 20:17:45,1
16994,I hate your new update because the new update si if I open my old acc your game kick me out and my phone si lag please fix your game and don't make a new update again,2021-04-13 23:18:02,1
16995,ehgویاییاپ,2021-05-06 13:23:50,1
16996,i would be very happy if the global chat is back,2021-04-14 06:31:33,4
16997,"Game will not reload on new phone, I've contacted you via chat and email several times with absolutely no response, the chatbots are worthless. I've spent my share of money and time on this game. YOU ARE BETTER THAN THIS SUPERCELL. All I want is to reload my game where it was and carry on.",2021-05-18 11:31:39,1
16998,"Just love this game, don't know why but I love it with passion But sometimes it can be fraustating but challenging is what makes it the best and I love it Best free online game ever and the best supercell game ever👍👍👍👍",2021-06-20 20:21:14,4
16999,"Great game, the only reason I give it a 4 now is because the new Barbarian King skin sucks. The classic version was way better",2021-05-04 02:43:06,4
17000,Game is crashing and is stuck on update window.,2021-06-15 09:49:52,1
17001,"This app is amazing because I like clan wars and hero's . But the grand warden is not that much stronger and some tropes are stronger then hero's , so you should change this",2022-02-16 13:26:47,4
17002,"Game won't let me log in. Says""take a break. Been playing too long & villagers need a rest."" Stupid!!!",2021-06-15 15:51:02,4
17003,Supercell you are very crafty to charge us to update stuff when many don't have WiFi. This has to stop more so when loyal players will pay for stuff anyway without adding extras like this. Shame on you.,2022-03-14 13:52:00,2
17004,Give some dioms,2021-05-07 08:52:13,1
17005,Good,2021-10-23 23:58:19,4
17006,"Im stopping this game ,it became too boaring after closing Global chat option",2021-03-11 15:04:04,1
17007,worst loading.... past 2 week's I can't play this game...,2021-05-01 18:36:19,1
17008,Not now bad update Troops donate update is bad,2021-05-25 05:03:44,1
17009,Faltu game khelen na,2021-09-28 06:22:33,1
17010,Plz fix this problem last upgrade,2021-09-27 17:50:22,1
17011,slow motion,2021-10-30 16:47:05,1
17012,Op game,2022-03-06 01:56:03,5
17013,Not bad,2021-06-08 09:26:41,3
17014,It sucks,2021-06-15 12:17:53,1
17015,is so cool,2022-02-24 19:45:02,5
17016,Because we can't chat personal with friends And you we need world chat and personal chat with friends that why we need update .,2021-11-08 18:27:58,1
17017,"Love this game, but we need an update that would benefit lower TH players. I wanna pick this up again since new update is cool but I realized that I'm still far off from TH12 let alone 14. Add some sort of perk/talent system that would be unlocked at TH4. Maybe make LVLing much more rewarding too. This way, there's something refreshing for players like myself who haven't reached max yet. Game is great but it feels like a chore the longer you play. Looking forward for newer content for lower THs.",2021-04-25 04:56:50,3
17018,This is good but free fire is more better than this game i also like this game 🎮 for fun,2021-01-05 16:14:36,3
17019,kyaw,2021-10-10 15:01:54,4
17020,Kamal scrap auction,2022-03-03 07:43:51,5
17021,😍😍😍,2022-02-17 03:28:20,5
17022,I love this game I have not played long but this game has proven to me that it a awesome strategic game that I can play on a daily bases but the game can be challenging when your aponent is pay to win this is what caused me to rate it a 4 star,2022-02-17 02:30:50,4
17023,Favorite 🤩,2022-02-04 05:06:46,5
17024,One thing is bad tht the world chat is gone...get it back plz,2020-12-23 17:18:34,3
17025,lit,2022-02-16 15:25:05,5
17026,nice MD Rohim Khan,2022-02-17 05:47:33,5
17027,Good,2022-02-21 12:37:48,5
17028,Must add more builder in builder base,2021-01-20 17:04:38,4
17029,Fake game and it is very stupid,2021-11-03 11:32:26,1
17030,Cvj,2022-03-14 09:38:41,5
17031,bulllshiiit why All ways offline,2021-05-31 04:48:31,1
17032,Th 14 meh,2021-04-29 09:30:00,1
17033,"Its a good game but walls are impossible to max out, it takes years, literally. Also the builder base feels optional. I'm enjoying parts of the game but I'm finding less reasons to open the game up every day.",2021-04-12 12:18:44,3
17034,nice game...very strategic,2021-06-15 23:44:13,4
17035,nice,2021-04-12 12:47:37,4
17036,"why doesn't my season bank fill up? I'm always attacking and there's a lot of loot, but I can't add my season bank",2022-03-07 09:38:17,2
17037,Frequently need to update,2021-09-27 11:38:41,1
17038,"The support system of supercell is horrible, instead of helping they keep banning any accounts",2021-08-29 14:30:10,1
17039,❤️,2022-02-19 08:50:07,5
17040,Game is good but main reason for bad reply is your game data 😡,2022-01-19 14:45:57,1
17041,This Game Have Some bugs But it's ok,2022-01-07 19:07:19,4
17042,this is awsome,2022-02-17 06:38:08,5
17043,👍 🎮,2022-02-27 06:01:53,4
17044,#BringBackGlobalChat,2022-01-27 23:12:33,5
17045,Is very nice,2022-02-16 07:38:38,5
17046,nc,2021-04-20 05:34:44,1
17047,Too expensive about upgrading units,2021-04-13 01:15:51,3
17048,Cant even upgrade the game,2021-11-10 03:08:34,1
17049,"It's ok, nice game",2022-02-16 13:41:40,5
17050,Enjoyable,2021-07-25 15:21:40,4
17051,good,2021-04-12 12:56:34,3
17052,Good Game,2022-02-07 08:53:15,5
17053,This was my best game but now suddenly what happen only crashes and bugs.....tired of crashing of game and try to play peacefully again crashes ......fix this problem as soon as posible..😡..,2022-03-03 06:52:00,1
17054,hamdad,2021-11-10 12:28:02,2
17055,It is a very very excellent game.and very cool game.,2022-01-28 09:56:12,5
17056,I love this game i just hate how it keeps closes every time i try to play it,2021-08-14 00:55:18,4
17057,"It no longer pulls up on my chromebook?!? Help had this and been with yall since day1 . I have loved this game and this game is how my family who is realy spaced out geographically stay connected and now this wont work on chrome books just a black screen that disappears and its very frustrating, because I cant even get any help and the leader of my clan who communicates with the desigeners and help, cant even get through.",2021-12-20 01:01:25,1
17058,I remember playing since I was like 6 and I'm 12 and It's still awsome!!,2022-02-16 14:07:26,5
17059,This game workshop minite very long Plz workshop train sort time,2021-08-20 07:45:02,2
17060,Free and good,2022-03-09 01:22:14,4
17061,Good game,2022-02-02 04:18:08,5
17062,"Clash of clans the so called coc is quite good game. But the updating time duration is very high 🥵. In that case it takes even few weeks in upgrade.Thus we have to wait for next upgrade.🤷🤷 So , I suppose that the authority will have reduce the time duration and make this, COC one of the most popular game.....",2021-06-18 13:53:49,1
17063,Can't update app ... Please solve this bug as soon as possible...,2021-10-17 20:44:27,3
17064,It's good that's it,2021-10-30 02:16:35,4
17065,I hope you give us more gems and the time for upgrades is to much its problem,2022-02-04 09:06:50,5
17066,If you could just add instant upgrade for upgrading the heroes as it takes a lot of time to upgrade and it upgrades upto level 80 and taking 3-4 days for upgrading each level is not worth it🤷‍♂️🤷‍♂️🤷‍♂️,2021-05-23 04:56:01,4
17067,Good game,2021-12-04 12:15:20,1
17068,Why this game is auto close to my phone plz fix that,2021-06-25 06:25:09,1
17069,"I like this game,",2022-02-21 09:06:52,5
17070,Very nice,2022-03-10 18:01:31,5
17071,Valo,2021-09-11 12:21:44,3
17072,This is very good game.,2020-12-24 13:11:12,4
17073,Poor game,2021-09-27 17:55:03,1
17074,This is the best game I have ever seen after free fire,2022-02-17 02:20:47,5
17075,"I have been playing this game since 3 years, it has been my all-time favourite game..... But nowadays iam facing issue saying connection lost...... Even though my network speed is good and active all the time....so kindly look into it.....and I'll change my 4star ratings to 5 stars....",2021-07-12 07:38:22,4
17076,Gagag,2022-03-15 18:06:18,5
17077,Good effort super cell.,2021-04-12 11:52:10,1
17078,This game is fun,2022-02-17 11:40:30,5
17079,This game is awesome.,2022-02-17 03:39:30,5
17080,Coc is love 😎,2022-02-16 13:16:47,4
17081,Everyone loves this game and world famous game and iam very adqate to this game,2022-02-20 05:43:25,5
17082,Worst game,2022-02-02 05:52:33,1
17083,"Make a free gold pass so I can rate 5 star Please make a free gold pass for 3 months for th 10,11,12,13 and 14",2021-11-17 16:32:51,3
17084,Good game but supercell is not responding,2021-03-03 11:54:39,4
17085,Good game My favorite game is better to play than any other game,2021-01-10 08:04:33,3
17086,Troops and building taking Too much time upgrade and too much loot needed Which is difficult to collect,2021-06-15 14:01:17,4
17087,This game is so funny,2022-02-16 17:20:17,5
17088,علتحبطهلی,2021-04-16 11:22:01,1
17089,Best game ever. Just wish the upgrades were quicker,2022-02-13 23:19:38,5
17090,This game is super fun but once you get farther in the upgrade times and training time really stack which is why builder battles are nice but they get kinda old after a while so I would recommend downloading a faster paced game like clash royale to play along side this one.,2022-02-18 12:16:52,4
17091,This game is what exsactly what i want I am so proud .pls have mercy for me supercell,2022-03-06 18:23:43,5
17092,Nice,2021-04-14 08:22:19,4
17093,I lost my id but they dont give me back i waste lot of time on my base but now i forgive my email and my email dont recover back and now supercell dont give me my account back,2021-04-10 20:41:58,1
17094,The game got heavier for each update. I need to bought a new phone before i can continue playing. Lost connection in the midst of war attack still happen sometimes. The global chat still removed so I can't interact with other player. The game is full of clones so it's very quiet.,2022-02-16 14:31:22,4
17095,Opgame,2022-03-09 13:43:30,5
17096,"I love this game ,my fav game i play every day i ever seen a game like this so interesting and easy to understand",2022-02-28 06:39:12,5
17097,Tafajjal .........................................................,2022-03-03 09:25:49,5
17098,Osm,2022-02-17 14:41:33,5
17099,I cnt gave any star becouse I hate this game in upgrade it take so much time and in defence he high defence only not troops we can't get 3 star on thown wall 14max our troops also max but we can't get stay because defence is very high and so high dammage and troops damange are low so upgrade troops damange or decrease defence it make good for us and plz take some less time to upgrade any new,2021-07-09 09:42:41,1
17100,This is an awesome game but the supercell is not helpful because i lost my town hall 13 base but supercell dont give it back to me and after the conversation talk said new conversation.,2021-02-26 08:20:57,3
17101,They should provide private chat opportunity,2021-03-31 15:50:43,1
17102,Fed up with updates,2020-12-18 08:59:47,1
