account number;name;sku;quantity;unit price;ext price;date
146832;Kiehn-Spinka;B1-50809;26;61.97;1611.22;02.09.2014 18:08
786968;Frami, Hills and Schmidt;S2-16558;47;15.янв;709.7;03.09.2014 1:58
307599;Kassulke, Ondricka and Metz;S2-83881;6;77.6;465.6;03.09.2014 2:36
218895;Kulas Inc;S1-50961;35;78.54;2748.9;03.09.2014 6:40
740150;Barton LLC;S2-34077;46;28.68;1319.28;03.09.2014 7:48
307599;Kassulke, Ondricka and Metz;S1-27722;47;94.01;4418.47;03.09.2014 10:27
218895;Kulas Inc;S2-00301;43;58.42;2512.06;03.09.2014 12:27
412290;Jerde-Hilpert;S1-65481;13;37.67;489.71;03.09.2014 15:43
146832;Kiehn-Spinka;S2-78676;20;72.04;1440.8;03.09.2014 21:36
239344;Stokes LLC;S1-30248;32;50.26;1608.32;04.09.2014 4:14
218895;Kulas Inc;B1-53636;10;62.29;622.9;04.09.2014 9:00
527099;Sanford and Sons;B1-33364;28;90.5;2534;04.09.2014 9:41
786968;Frami, Hills and Schmidt;B1-50809;30;66.58;1997.4;04.09.2014 17:10
527099;Sanford and Sons;S1-82801;7;85.83;600.81;04.09.2014 18:19
786968;Frami, Hills and Schmidt;B1-38851;20;77.22;1544.4;04.09.2014 22:04
163416;Purdy-Kunde;B1-38851;41;98.69;4046.29;05.09.2014 1:52
714466;Trantow-Barrows;S1-30248;1;37.16;37.16;05.09.2014 6:17
729833;Koepp Ltd;S1-65481;48;16.апр;769.92;05.09.2014 8:54
729833;Koepp Ltd;S2-11481;6;26.май;159;05.09.2014 16:33
737550;Fritsch, Russel and Anderson;B1-33364;4;76.44;305.76;06.09.2014 8:59
729833;Koepp Ltd;S2-16558;10;50.57;505.7;06.09.2014 10:08
146832;Kiehn-Spinka;B1-50809;49;13.июл;671.3;06.09.2014 10:21
672390;Kuhn-Gusikowski;B1-33364;29;26.июн;771.4;06.09.2014 16:00
786968;Frami, Hills and Schmidt;S2-78676;42;63.41;2663.22;06.09.2014 19:30
729833;Koepp Ltd;B1-38851;37;34.02;1258.74;06.09.2014 23:21
527099;Sanford and Sons;S1-30248;44;31.17;1371.48;07.09.2014 4:06
412290;Jerde-Hilpert;S1-47412;26;96.45;2507.7;07.09.2014 13:17
424914;White-Trantow;B1-38851;15;32.67;490.05;08.09.2014 3:43
672390;Kuhn-Gusikowski;S1-47412;4;79.64;318.56;08.09.2014 4:47
141962;Herman LLC;S1-27722;34;58.08;1974.72;08.09.2014 8:19
729833;Koepp Ltd;S2-78676;33;85.69;2827.77;08.09.2014 20:20
527099;Sanford and Sons;B1-04202;30;71.19;2135.7;08.09.2014 23:44
257198;Cronin, Oberbrunner and Spencer;S2-82423;23;52.9;1216.7;09.09.2014 3:06
141962;Herman LLC;B1-86481;45;52.78;2375.1;09.09.2014 11:49
257198;Cronin, Oberbrunner and Spencer;B1-50809;30;51.96;1558.8;09.09.2014 21:14
786968;Frami, Hills and Schmidt;S2-83881;24;64.11;1538.64;10.09.2014 0:19
239344;Stokes LLC;B1-65551;43;15.24;655.32;10.09.2014 11:10
714466;Trantow-Barrows;S1-65481;24;14.26;342.24;10.09.2014 14:23
239344;Stokes LLC;S1-65481;32;23.48;751.36;11.09.2014 6:32
146832;Kiehn-Spinka;S2-82423;29;85.35;2475.15;11.09.2014 13:23
141962;Herman LLC;S2-11481;42;75.36;3165.12;11.09.2014 22:52
141962;Herman LLC;S1-30248;6;46.27;277.62;12.09.2014 6:15
714466;Trantow-Barrows;B1-33087;9;55.82;502.38;12.09.2014 10:39
146832;Kiehn-Spinka;B1-86481;12;74.58;894.96;12.09.2014 20:14
740150;Barton LLC;B1-65551;30;86.95;2608.5;12.09.2014 23:28
737550;Fritsch, Russel and Anderson;S1-82801;6;29.74;178.44;13.09.2014 1:25
257198;Cronin, Oberbrunner and Spencer;S1-50961;7;ноя.38;79.66;13.09.2014 20:54
642753;Pollich LLC;S2-11481;43;11.мар;485.9;14.09.2014 19:05
672390;Kuhn-Gusikowski;S2-34077;33;13.42;442.86;16.09.2014 5:08
307599;Kassulke, Ondricka and Metz;B1-65551;45;21.33;959.85;16.09.2014 7:22
740150;Barton LLC;B1-04202;35;69.52;2433.2;16.09.2014 8:31
740150;Barton LLC;S2-10342;25;18.13;453.25;16.09.2014 10:02
412290;Jerde-Hilpert;S1-27722;11;13.82;152.02;16.09.2014 12:29
604255;Halvorson, Crona and Champlin;B1-05914;33;14.21;468.93;16.09.2014 14:18
740150;Barton LLC;S1-65481;26;71.87;1868.62;16.09.2014 15:32
239344;Stokes LLC;B1-33364;10;23.июл;230.7;16.09.2014 21:37
424914;White-Trantow;S2-78676;45;91.63;4123.35;17.09.2014 1:28
642753;Pollich LLC;S1-50961;14;90.88;1272.32;17.09.2014 6:31
141962;Herman LLC;B1-05914;21;93.78;1969.38;17.09.2014 7:59
527099;Sanford and Sons;B1-53636;45;37.64;1693.8;17.09.2014 14:40
737550;Fritsch, Russel and Anderson;S1-27722;47;78.88;3707.36;18.09.2014 10:16
604255;Halvorson, Crona and Champlin;S2-78676;18;92.5;1665;19.09.2014 12:56
672390;Kuhn-Gusikowski;S1-06532;18;68.73;1237.14;19.09.2014 14:08
239344;Stokes LLC;S1-30248;37;26.81;991.97;19.09.2014 14:32
604255;Halvorson, Crona and Champlin;B1-69924;17;48.48;824.16;19.09.2014 16:53
527099;Sanford and Sons;B1-50809;2;29.апр;58.08;19.09.2014 19:10
527099;Sanford and Sons;B1-69924;12;44.13;529.56;20.09.2014 10:06
740150;Barton LLC;S2-78676;35;74.76;2616.6;20.09.2014 21:41
642753;Pollich LLC;B1-04202;21;28.янв;590.1;20.09.2014 23:40
141962;Herman LLC;S1-65481;36;13.68;492.48;21.09.2014 0:46
307599;Kassulke, Ondricka and Metz;S1-47412;11;19.36;212.96;21.09.2014 0:59
218895;Kulas Inc;S1-06532;29;42.75;1239.75;21.09.2014 11:27
714466;Trantow-Barrows;B1-38851;15;75.94;1139.1;21.09.2014 12:50
257198;Cronin, Oberbrunner and Spencer;B1-04202;30;87.08;2612.4;21.09.2014 16:59
307599;Kassulke, Ondricka and Metz;S2-34077;34;59.66;2028.44;21.09.2014 22:45
412290;Jerde-Hilpert;S1-47412;45;64.47;2901.15;22.09.2014 8:15
141962;Herman LLC;S2-83881;44;70.34;3094.96;22.09.2014 19:47
688981;Keeling LLC;S2-78676;35;дек.15;425.25;22.09.2014 21:27
672390;Kuhn-Gusikowski;S2-34077;32;87.24;2791.68;22.09.2014 23:01
688981;Keeling LLC;S2-34077;38;39.05;1483.9;23.09.2014 0:44
218895;Kulas Inc;S2-34077;32;38.82;1242.24;23.09.2014 8:42
740150;Barton LLC;B1-53636;28;68.02;1904.56;23.09.2014 12:06
672390;Kuhn-Gusikowski;B1-86481;12;44.7;536.4;23.09.2014 13:13
714466;Trantow-Barrows;S2-83881;18;23.84;429.12;23.09.2014 18:31
307599;Kassulke, Ondricka and Metz;S1-50961;48;30.87;1481.76;23.09.2014 18:38
737550;Fritsch, Russel and Anderson;S1-50961;31;дек.75;395.25;23.09.2014 22:45
729833;Koepp Ltd;B1-05914;30;дек.68;380.4;24.09.2014 0:07
604255;Halvorson, Crona and Champlin;S2-00301;6;40.17;241.02;24.09.2014 4:07
257198;Cronin, Oberbrunner and Spencer;S1-93683;41;67.04;2748.64;24.09.2014 10:38
257198;Cronin, Oberbrunner and Spencer;S1-27722;46;61.51;2829.46;24.09.2014 13:48
383080;Will LLC;B1-33087;13;78.22;1016.86;24.09.2014 15:25
642753;Pollich LLC;S2-10342;46;36.3;1669.8;24.09.2014 16:32
218895;Kulas Inc;B1-53636;25;88.31;2207.75;25.09.2014 14:19
604255;Halvorson, Crona and Champlin;S2-34077;16;68.58;1097.28;25.09.2014 22:33
672390;Kuhn-Gusikowski;B1-53636;1;15.89;15.89;26.09.2014 1:44
527099;Sanford and Sons;S2-77896;25;70.49;1762.25;26.09.2014 2:07
163416;Purdy-Kunde;S1-47412;6;18.62;111.72;26.09.2014 16:35
141962;Herman LLC;S2-23246;37;93.57;3462.09;26.09.2014 18:46
786968;Frami, Hills and Schmidt;S2-10342;8;22.69;181.52;26.09.2014 21:55
307599;Kassulke, Ondricka and Metz;S1-82801;30;86.96;2608.8;27.09.2014 3:02
424914;White-Trantow;S2-11481;12;58.48;701.76;27.09.2014 8:53
714466;Trantow-Barrows;B1-53102;41;55.68;2282.88;27.09.2014 10:42
239344;Stokes LLC;S1-30248;31;43.76;1356.56;28.09.2014 9:44
604255;Halvorson, Crona and Champlin;B1-86481;10;65.09;650.9;28.09.2014 17:29
737550;Fritsch, Russel and Anderson;S2-00301;33;90.1;2973.3;28.09.2014 22:23
740150;Barton LLC;B1-86481;24;35.4;849.6;28.09.2014 22:48
383080;Will LLC;B1-38851;22;59.48;1308.56;29.09.2014 9:59
141962;Herman LLC;B1-20000;27;86.57;2337.39;29.09.2014 10:07
672390;Kuhn-Gusikowski;S1-06532;43;14.мар;614.9;29.09.2014 12:33
307599;Kassulke, Ondricka and Metz;S2-82423;13;21.май;273.65;29.09.2014 15:58
688981;Keeling LLC;B1-20000;28;56.42;1579.76;29.09.2014 17:55
714466;Trantow-Barrows;S1-50961;30;75.32;2259.6;30.09.2014 1:03
412290;Jerde-Hilpert;S1-06532;40;61.86;2474.4;30.09.2014 5:15
218895;Kulas Inc;S2-34077;21;91.12;1913.52;30.09.2014 19:36
307599;Kassulke, Ondricka and Metz;B1-50809;25;56.63;1415.75;01.10.2014 10:56
737550;Fritsch, Russel and Anderson;S2-82423;38;45.17;1716.46;01.10.2014 16:17
737550;Fritsch, Russel and Anderson;S1-47412;6;68.68;412.08;01.10.2014 22:28
146832;Kiehn-Spinka;S2-11481;13;18.авг;244.4;02.10.2014 0:31
424914;White-Trantow;B1-53102;9;94.47;850.23;02.10.2014 2:48
688981;Keeling LLC;S2-82423;19;29.17;554.23;02.10.2014 4:02
740150;Barton LLC;S1-47412;-1;48.18;-48.18;02.10.2014 10:32
257198;Cronin, Oberbrunner and Spencer;B1-20000;5;61.96;309.8;03.10.2014 13:41
740150;Barton LLC;B1-65551;5;68.06;340.3;03.10.2014 15:24
714466;Trantow-Barrows;B1-69924;32;54.51;1744.32;03.10.2014 17:56
527099;Sanford and Sons;B1-69924;-1;57.76;-57.76;04.10.2014 6:20
729833;Koepp Ltd;S2-11481;44;75.16;3307.04;04.10.2014 23:35
642753;Pollich LLC;B1-33087;26;34.33;892.58;05.10.2014 17:30
383080;Will LLC;S1-47412;27;13.76;371.52;06.10.2014 0:06
412290;Jerde-Hilpert;B1-86481;8;окт.17;81.36;06.10.2014 1:02
786968;Frami, Hills and Schmidt;B1-69924;28;72.09;2018.52;06.10.2014 2:47
257198;Cronin, Oberbrunner and Spencer;S2-11481;38;92.78;3525.64;06.10.2014 10:27
740150;Barton LLC;S1-47412;38;66.36;2521.68;06.10.2014 11:38
714466;Trantow-Barrows;S1-06532;10;50.18;501.8;06.10.2014 16:47
786968;Frami, Hills and Schmidt;S1-27722;9;37.53;337.77;06.10.2014 20:26
527099;Sanford and Sons;S2-77896;41;22.июл;930.7;06.10.2014 23:09
642753;Pollich LLC;S1-27722;37;56.11;2076.07;07.10.2014 0:16
412290;Jerde-Hilpert;B1-53102;23;94.64;2176.72;07.10.2014 11:05
642753;Pollich LLC;S1-30248;10;91.04;910.4;07.10.2014 17:04
239344;Stokes LLC;S2-16558;8;75.22;601.76;07.10.2014 19:14
163416;Purdy-Kunde;S2-16558;6;10.июл;64.2;07.10.2014 19:15
672390;Kuhn-Gusikowski;S2-83881;18;63.22;1137.96;07.10.2014 21:11
307599;Kassulke, Ondricka and Metz;S2-23246;6;88.9;533.4;08.10.2014 6:19
424914;White-Trantow;S2-10342;25;58.54;1463.5;08.10.2014 7:31
163416;Purdy-Kunde;S1-27722;22;34.41;757.02;08.10.2014 9:01
163416;Purdy-Kunde;B1-33087;7;79.29;555.03;08.10.2014 15:39
672390;Kuhn-Gusikowski;B1-38851;30;94.64;2839.2;09.10.2014 0:22
688981;Keeling LLC;S2-83881;30;дек.13;363.9;09.10.2014 5:54
257198;Cronin, Oberbrunner and Spencer;S2-34077;13;дек.24;159.12;10.10.2014 2:59
740150;Barton LLC;S1-65481;28;53;1484;10.10.2014 15:08
146832;Kiehn-Spinka;S1-27722;15;64.39;965.85;10.10.2014 18:24
257198;Cronin, Oberbrunner and Spencer;S2-16558;3;35.34;106.02;11.10.2014 1:48
737550;Fritsch, Russel and Anderson;B1-53636;10;56.95;569.5;11.10.2014 10:25
737550;Fritsch, Russel and Anderson;S1-06532;36;40.42;1455.12;11.10.2014 20:04
729833;Koepp Ltd;B1-53102;6;39.89;239.34;11.10.2014 20:43
163416;Purdy-Kunde;S1-06532;34;79.87;2715.58;12.10.2014 1:21
737550;Fritsch, Russel and Anderson;B1-33087;8;66.92;535.36;12.10.2014 7:35
239344;Stokes LLC;S1-93683;3;17.43;52.29;12.10.2014 8:56
737550;Fritsch, Russel and Anderson;B1-65551;17;58.4;992.8;12.10.2014 9:25
218895;Kulas Inc;S1-50961;13;86.24;1121.12;12.10.2014 19:25
163416;Purdy-Kunde;S2-83881;14;57.42;803.88;13.10.2014 4:28
714466;Trantow-Barrows;B1-05914;7;47.64;333.48;13.10.2014 11:02
218895;Kulas Inc;B1-33087;47;44.87;2108.89;13.10.2014 11:47
604255;Halvorson, Crona and Champlin;B1-33364;8;40.4;323.2;13.10.2014 12:18
163416;Purdy-Kunde;S1-82801;26;64.5;1677;13.10.2014 19:20
672390;Kuhn-Gusikowski;S2-23246;11;97.68;1074.48;13.10.2014 20:38
141962;Herman LLC;B1-38851;23;66.27;1524.21;13.10.2014 21:17
218895;Kulas Inc;S1-30248;9;14.35;129.15;13.10.2014 23:35
146832;Kiehn-Spinka;S1-82801;33;84.83;2799.39;14.10.2014 2:25
257198;Cronin, Oberbrunner and Spencer;S2-34077;30;66.85;2005.5;14.10.2014 5:16
383080;Will LLC;B1-04202;1;99.47;99.47;14.10.2014 8:29
218895;Kulas Inc;S2-77896;35;67.44;2360.4;14.10.2014 11:49
257198;Cronin, Oberbrunner and Spencer;S2-82423;38;29.дек;1106.56;14.10.2014 12:53
714466;Trantow-Barrows;S1-82801;13;44.27;575.51;14.10.2014 14:34
412290;Jerde-Hilpert;B1-86481;3;54.88;164.64;14.10.2014 17:17
737550;Fritsch, Russel and Anderson;B1-20000;12;36.79;441.48;15.10.2014 1:35
737550;Fritsch, Russel and Anderson;S1-50961;34;16.15;549.1;15.10.2014 6:41
412290;Jerde-Hilpert;S1-50961;1;34.27;34.27;15.10.2014 7:54
642753;Pollich LLC;S1-30248;35;43.02;1505.7;15.10.2014 12:00
424914;White-Trantow;B1-33087;20;99.11;1982.2;16.10.2014 17:57
412290;Jerde-Hilpert;S2-34077;44;64.51;2838.44;16.10.2014 22:37
642753;Pollich LLC;B1-04202;4;87.7;350.8;17.10.2014 1:15
740150;Barton LLC;S1-50961;13;21.75;282.75;17.10.2014 2:18
672390;Kuhn-Gusikowski;B1-53636;32;52.71;1686.72;17.10.2014 3:30
424914;White-Trantow;S2-23246;39;87.68;3419.52;17.10.2014 14:34
257198;Cronin, Oberbrunner and Spencer;S2-16558;15;57.8;867;18.10.2014 11:15
239344;Stokes LLC;B1-38851;26;68.81;1789.06;18.10.2014 12:15
604255;Halvorson, Crona and Champlin;B1-53102;41;55.05;2257.05;18.10.2014 19:27
141962;Herman LLC;S1-50961;40;35.36;1414.4;18.10.2014 20:40
307599;Kassulke, Ondricka and Metz;B1-53102;41;93.7;3841.7;18.10.2014 23:25
239344;Stokes LLC;S2-11481;2;33.63;67.26;19.10.2014 2:12
239344;Stokes LLC;B1-38851;35;80.06;2802.1;19.10.2014 4:53
740150;Barton LLC;B1-33364;31;ноя.75;364.25;19.10.2014 15:04
412290;Jerde-Hilpert;B1-86481;17;32.21;547.57;19.10.2014 15:25
424914;White-Trantow;B1-38851;45;46.74;2103.3;19.10.2014 16:03
424914;White-Trantow;B1-33364;46;92.43;4251.78;20.10.2014 10:39
257198;Cronin, Oberbrunner and Spencer;S1-30248;24;27.49;659.76;20.10.2014 17:07
737550;Fritsch, Russel and Anderson;S2-83881;40;30.81;1232.4;20.10.2014 19:04
714466;Trantow-Barrows;B1-65551;46;93.48;4300.08;21.10.2014 3:51
786968;Frami, Hills and Schmidt;B1-05914;42;26.36;1107.12;21.10.2014 4:33
424914;White-Trantow;B1-04202;27;54.04;1459.08;22.10.2014 2:58
527099;Sanford and Sons;B1-53636;23;26.44;608.12;22.10.2014 8:33
218895;Kulas Inc;S1-47412;43;67.06;2883.58;22.10.2014 13:09
714466;Trantow-Barrows;S2-10342;28;49.91;1397.48;23.10.2014 3:32
141962;Herman LLC;S1-82801;24;94.7;2272.8;23.10.2014 6:18
307599;Kassulke, Ondricka and Metz;S2-77896;42;95.08;3993.36;23.10.2014 11:27
383080;Will LLC;B1-33087;38;42.53;1616.14;23.10.2014 14:44
786968;Frami, Hills and Schmidt;S2-10342;43;69.18;2974.74;23.10.2014 18:33
218895;Kulas Inc;B1-33364;42;62.06;2606.52;23.10.2014 22:26
672390;Kuhn-Gusikowski;S2-82423;35;83.46;2921.1;24.10.2014 4:43
307599;Kassulke, Ondricka and Metz;B1-33087;17;20.19;343.23;24.10.2014 10:16
729833;Koepp Ltd;S2-00301;11;34.87;383.57;24.10.2014 11:37
412290;Jerde-Hilpert;S1-47412;39;60.8;2371.2;24.10.2014 12:56
714466;Trantow-Barrows;S2-78676;2;87.13;174.26;24.10.2014 13:01
737550;Fritsch, Russel and Anderson;S2-16558;34;81.82;2781.88;24.10.2014 21:56
146832;Kiehn-Spinka;B1-33087;12;22.95;275.4;25.10.2014 0:33
786968;Frami, Hills and Schmidt;B1-50809;17;27.87;473.79;25.10.2014 5:11
672390;Kuhn-Gusikowski;B1-04202;4;76.38;305.52;25.10.2014 5:42
141962;Herman LLC;S1-65481;6;10.мар;60.18;25.10.2014 7:53
257198;Cronin, Oberbrunner and Spencer;S1-50961;17;34.41;584.97;25.10.2014 18:53
163416;Purdy-Kunde;S2-82423;35;80.28;2809.8;25.10.2014 19:31
642753;Pollich LLC;B1-53636;9;42.17;379.53;25.10.2014 21:37
714466;Trantow-Barrows;S2-83881;18;57.63;1037.34;25.10.2014 22:44
672390;Kuhn-Gusikowski;B1-33364;29;20.51;594.79;26.10.2014 7:03
642753;Pollich LLC;S2-23246;18;28.июн;505.08;26.10.2014 23:30
786968;Frami, Hills and Schmidt;B1-04202;25;64.42;1610.5;27.10.2014 6:22
218895;Kulas Inc;B1-65551;44;38.48;1693.12;27.10.2014 13:59
729833;Koepp Ltd;B1-04202;45;99.6;4482;27.10.2014 14:17
412290;Jerde-Hilpert;B1-04202;5;15.апр;75.2;28.10.2014 1:10
424914;White-Trantow;S2-23246;46;94.94;4367.24;28.10.2014 3:16
383080;Will LLC;S2-78676;38;51.14;1943.32;28.10.2014 5:38
740150;Barton LLC;S2-34077;48;91.81;4406.88;28.10.2014 18:11
604255;Halvorson, Crona and Champlin;S1-50961;16;68.73;1099.68;29.10.2014 1:04
604255;Halvorson, Crona and Champlin;S1-65481;23;71.23;1638.29;29.10.2014 4:51
383080;Will LLC;S1-47412;23;37.36;859.28;29.10.2014 5:41
383080;Will LLC;S2-77896;40;54.89;2195.6;29.10.2014 6:40
729833;Koepp Ltd;B1-05914;5;77.17;385.85;29.10.2014 7:44
218895;Kulas Inc;B1-53636;30;95.05;2851.5;30.10.2014 23:03
527099;Sanford and Sons;S1-30248;12;18.14;217.68;31.10.2014 0:41
163416;Purdy-Kunde;S1-06532;21;53.18;1116.78;31.10.2014 15:35
412290;Jerde-Hilpert;S1-47412;47;66.21;3111.87;31.10.2014 18:47
239344;Stokes LLC;S1-82801;49;60.19;2949.31;01.11.2014 8:29
714466;Trantow-Barrows;S2-77896;20;68.35;1367;01.11.2014 14:26
642753;Pollich LLC;S1-93683;22;26.65;586.3;02.11.2014 1:12
218895;Kulas Inc;B1-38851;41;43.39;1778.99;02.11.2014 2:41
604255;Halvorson, Crona and Champlin;B1-05914;22;61.99;1363.78;02.11.2014 2:55
383080;Will LLC;S2-77896;48;16.май;770.4;02.11.2014 3:40
527099;Sanford and Sons;B1-04202;27;26.98;728.46;02.11.2014 6:47
239344;Stokes LLC;S1-27722;39;25.63;999.57;02.11.2014 11:01
163416;Purdy-Kunde;B1-69924;48;49.5;2376;03.11.2014 5:09
714466;Trantow-Barrows;S2-10342;44;35.28;1552.32;03.11.2014 23:59
786968;Frami, Hills and Schmidt;S1-82801;46;13.53;622.38;04.11.2014 0:43
527099;Sanford and Sons;B1-38851;21;58.6;1230.6;04.11.2014 8:53
218895;Kulas Inc;B1-65551;20;29.39;587.8;04.11.2014 17:03
412290;Jerde-Hilpert;S1-47412;18;51.86;933.48;04.11.2014 17:07
424914;White-Trantow;S2-11481;29;38.77;1124.33;04.11.2014 22:23
412290;Jerde-Hilpert;B1-38851;12;98.07;1176.84;05.11.2014 0:28
729833;Koepp Ltd;S2-00301;10;98.96;989.6;05.11.2014 9:29
412290;Jerde-Hilpert;S2-11481;11;95.98;1055.78;05.11.2014 12:35
412290;Jerde-Hilpert;B1-04202;10;33.88;338.8;05.11.2014 18:07
786968;Frami, Hills and Schmidt;S2-82423;35;51.49;1802.15;05.11.2014 19:02
672390;Kuhn-Gusikowski;S2-23246;-1;58.03;-58.03;05.11.2014 22:01
383080;Will LLC;S2-11481;32;54.19;1734.08;06.11.2014 6:08
146832;Kiehn-Spinka;S1-27722;1;22.47;22.47;06.11.2014 14:52
729833;Koepp Ltd;B1-53636;-1;22.18;-22.18;06.11.2014 15:28
729833;Koepp Ltd;S2-23246;47;45.16;2122.52;06.11.2014 17:39
307599;Kassulke, Ondricka and Metz;B1-04202;33;50.7;1673.1;08.11.2014 1:58
218895;Kulas Inc;B1-05914;2;43.22;86.44;08.11.2014 14:05
688981;Keeling LLC;S2-16558;4;98.79;395.16;08.11.2014 20:32
424914;White-Trantow;B1-53636;42;15.34;644.28;09.11.2014 18:25
786968;Frami, Hills and Schmidt;S2-16558;3;50.24;150.72;10.11.2014 16:46
714466;Trantow-Barrows;S1-06532;-1;64.63;-64.63;10.11.2014 16:57
146832;Kiehn-Spinka;B1-86481;8;35.67;285.36;10.11.2014 21:31
412290;Jerde-Hilpert;S2-82423;9;30.57;275.13;11.11.2014 1:42
672390;Kuhn-Gusikowski;B1-20000;4;30.54;122.16;11.11.2014 8:29
714466;Trantow-Barrows;B1-33364;19;24.77;470.63;11.11.2014 9:20
688981;Keeling LLC;S2-77896;15;18.58;278.7;11.11.2014 9:41
218895;Kulas Inc;B1-05914;15;32.53;487.95;11.11.2014 11:20
604255;Halvorson, Crona and Champlin;S1-82801;10;48.96;489.6;11.11.2014 17:52
257198;Cronin, Oberbrunner and Spencer;S1-06532;6;44.38;266.28;11.11.2014 19:01
786968;Frami, Hills and Schmidt;S2-83881;33;62.04;2047.32;11.11.2014 19:44
307599;Kassulke, Ondricka and Metz;B1-33087;24;40.48;971.52;11.11.2014 22:08
672390;Kuhn-Gusikowski;S1-30248;39;62.7;2445.3;11.11.2014 22:14
239344;Stokes LLC;S1-30248;35;21.53;753.55;11.11.2014 23:02
146832;Kiehn-Spinka;S2-82423;33;52.2;1722.6;12.11.2014 4:33
239344;Stokes LLC;S2-16558;4;37.23;148.92;12.11.2014 7:29
642753;Pollich LLC;S1-27722;12;96.47;1157.64;13.11.2014 4:15
737550;Fritsch, Russel and Anderson;B1-69924;7;26.31;184.17;13.11.2014 10:14
672390;Kuhn-Gusikowski;S1-50961;6;86.88;521.28;14.11.2014 7:34
642753;Pollich LLC;B1-69924;37;27.39;1013.43;14.11.2014 8:56
257198;Cronin, Oberbrunner and Spencer;S1-65481;33;66.33;2188.89;14.11.2014 13:01
307599;Kassulke, Ondricka and Metz;B1-53636;22;42.84;942.48;14.11.2014 16:16
141962;Herman LLC;B1-20000;34;84.81;2883.54;14.11.2014 18:26
424914;White-Trantow;S2-82423;26;92.75;2411.5;14.11.2014 20:07
642753;Pollich LLC;B1-04202;25;20.69;517.25;14.11.2014 20:40
740150;Barton LLC;S1-82801;28;70;1960;15.11.2014 12:29
424914;White-Trantow;S2-34077;11;43.44;477.84;15.11.2014 17:26
642753;Pollich LLC;S2-10342;1;82.74;82.74;15.11.2014 22:38
604255;Halvorson, Crona and Champlin;B1-33364;33;65.57;2163.81;16.11.2014 3:05
737550;Fritsch, Russel and Anderson;B1-53636;32;52.16;1669.12;16.11.2014 18:43
672390;Kuhn-Gusikowski;S1-47412;44;65.26;2871.44;17.11.2014 3:45
688981;Keeling LLC;B1-65551;44;18.48;813.12;17.11.2014 18:07
307599;Kassulke, Ondricka and Metz;S2-10342;41;73.14;2998.74;17.11.2014 20:10
527099;Sanford and Sons;S1-65481;32;32.97;1055.04;18.11.2014 11:29
740150;Barton LLC;S1-93683;21;71.34;1498.14;18.11.2014 15:14
642753;Pollich LLC;S2-11481;13;82.43;1071.59;18.11.2014 22:21
688981;Keeling LLC;B1-33364;48;57.81;2774.88;19.11.2014 4:30
688981;Keeling LLC;S2-78676;41;88.08;3611.28;19.11.2014 19:47
424914;White-Trantow;S1-06532;33;68.74;2268.42;19.11.2014 23:45
307599;Kassulke, Ondricka and Metz;B1-20000;2;94.32;188.64;20.11.2014 0:07
239344;Stokes LLC;S1-06532;39;26.94;1050.66;20.11.2014 1:37
307599;Kassulke, Ondricka and Metz;S1-06532;20;45.26;905.2;20.11.2014 10:13
218895;Kulas Inc;B1-04202;4;38.16;152.64;20.11.2014 11:04
688981;Keeling LLC;B1-05914;9;78.22;703.98;20.11.2014 14:56
412290;Jerde-Hilpert;B1-50809;48;59.52;2856.96;20.11.2014 17:58
729833;Koepp Ltd;S2-23246;9;18.81;169.29;20.11.2014 23:59
642753;Pollich LLC;S2-10342;12;92.65;1111.8;21.11.2014 12:28
737550;Fritsch, Russel and Anderson;S1-50961;25;91.05;2276.25;21.11.2014 13:22
672390;Kuhn-Gusikowski;S2-82423;15;25.45;381.75;21.11.2014 16:30
737550;Fritsch, Russel and Anderson;B1-20000;40;18.64;745.6;22.11.2014 1:17
740150;Barton LLC;S2-77896;30;41.4;1242;22.11.2014 5:10
424914;White-Trantow;S2-34077;25;41.43;1035.75;22.11.2014 9:11
527099;Sanford and Sons;B1-50809;29;29.57;857.53;22.11.2014 18:03
737550;Fritsch, Russel and Anderson;S2-77896;18;ноя.52;207.36;22.11.2014 18:16
740150;Barton LLC;B1-53102;6;33.5;201;23.11.2014 0:20
257198;Cronin, Oberbrunner and Spencer;B1-04202;28;87.23;2442.44;23.11.2014 2:32
786968;Frami, Hills and Schmidt;B1-50809;16;63.96;1023.36;23.11.2014 17:45
729833;Koepp Ltd;S2-82423;20;56.96;1139.2;23.11.2014 18:39
307599;Kassulke, Ondricka and Metz;B1-53102;9;50.08;450.72;24.11.2014 2:23
146832;Kiehn-Spinka;S2-83881;10;79.34;793.4;24.11.2014 3:08
672390;Kuhn-Gusikowski;S1-30248;20;32.12;642.4;24.11.2014 15:38
672390;Kuhn-Gusikowski;S2-11481;11;24.69;271.59;24.11.2014 22:53
412290;Jerde-Hilpert;S2-10342;26;18.сен;491.4;25.11.2014 3:29
218895;Kulas Inc;S1-30248;14;66.61;932.54;25.11.2014 17:33
729833;Koepp Ltd;B1-53102;27;17.92;483.84;26.11.2014 17:26
714466;Trantow-Barrows;S1-47412;26;99.65;2590.9;26.11.2014 18:35
714466;Trantow-Barrows;S1-50961;13;48.76;633.88;26.11.2014 22:36
239344;Stokes LLC;S2-78676;20;дек.84;256.8;27.11.2014 0:56
257198;Cronin, Oberbrunner and Spencer;S2-00301;35;32.1;1123.5;27.11.2014 2:30
